"user_id","created_at","text","sentiment_afinn_numeric","sentiment_bing_numeric","sentiment_syuzhet_numeric","sentiment_afinn_label","sentiment_bing_label","sentiment_syuzhet_label","matching_sentiment_result","svm_sentiment"
"x281046179","2022-05-25 09:29:47"," jamiemcminn1 hi jamie, if the bag is within the dimensions then a backpack can be taken on board.",0,0,0,"neutral","neutral","neutral",TRUE,"neutral"
"x281046179","2022-05-25 09:15:47"," mattdoy22255268 hi matt, we have escalated this with the guest relations team and they will be in touch with you soon.",0,0,0,"neutral","neutral","neutral",TRUE,"neutral"
"x281046179","2022-05-25 07:14:45"," mshabun we have asked the team to contact you today, they will be in touch.",0,0,0.4,"neutral","neutral","positive",FALSE,"neutral"
"x281046179","2022-05-25 06:57:27"," mshabun apologies for the delay, michael. have you since been contacted by the tracing team?",-1,-1,-0.75,"negative","negative","negative",TRUE,"negative"
"x281046179","2022-05-25 06:32:52"," kath_phelan hi kate, we apologise for the delay with your flight yesterday, we hope this didn't cause you too much inconvenience.",-2,-2,-0.75,"negative","negative","negative",TRUE,"negative"
"x281046179","2022-05-25 06:30:35"," weller_c_1 hi chris, we're sorry to hear this. can you message us with your baggage file reference and we'll take a look? https:  t.co h3sqabgaoz",-1,-1,-0.5,"negative","negative","negative",TRUE,"negative"
"x281046179","2022-05-25 06:19:00"," brendan99187527 hi brendan, can you message us with your email address and we'll check this? https:  t.co h3sqabgaoz",0,0,0,"neutral","neutral","neutral",TRUE,"neutral"
"x281046179","2022-05-25 06:17:52"," popplewelsophie  dublinairport hi sophie, aer lingus is not part of one world alliance so this won't apply to fast track, apologies.",0,1,0,"neutral","positive","neutral",FALSE,"neutral"
"x281046179","2022-05-25 04:22:51"," mochalavidaloca hi t, please message us here with details of your query. thanks! https:  t.co h3sqabgaoz",3,0,1.6,"positive","neutral","positive",FALSE,"positive"
"x281046179","2022-05-25 03:21:09"," weller_c_1  libmichelle hi chris, please message us here with details of your query. thanks! https:  t.co h3sqabgaoz",3,0,1.6,"positive","neutral","positive",FALSE,"positive"
"x281046179","2022-05-24 20:49:42"," stephen83620319 hi stephen, can you message us with your case reference number booking reference customer name email address? thanks! https:  t.co h3sqabgaoz",2,0,0.6,"positive","neutral","positive",FALSE,"positive"
"x281046179","2022-05-24 17:47:27"," mshabun hi michael, we're checking this out and requested our team get in touch with you. apologies for all the inconvenience.",-2,-1,-0.5,"negative","negative","negative",TRUE,"negative"
"x281046179","2022-05-24 17:33:06"," mulvaneyjohn hi john, are you able to add it using the 'manage trip' function on our website?",0,0,0,"neutral","neutral","neutral",TRUE,"neutral"
"x281046179","2022-05-24 17:32:14"," libmichelle as both flights are connecting and operated by aer lingus you can check your bag all the way to new york in birmingham. we look forward to seeing you!",0,0,1.4,"neutral","neutral","positive",FALSE,"neutral"
"x281046179","2022-05-24 17:27:10"," sunseeker1066 hi, we're sorry to hear this. has there since been any progress?",1,0,0.25,"positive","neutral","positive",FALSE,"negative"
"x281046179","2022-05-24 17:25:45"," rbourke6 hi, sorry to hear that! you can request a replacement by emailing aerclubassist aerlingus.com. just be sure to include your aer club details in the email.",-1,-1,0.1,"negative","negative","positive",FALSE,"negative"
"x281046179","2022-05-24 17:18:39"," nohjyenoom1 apologies for the negative experience john. when you messaged our team through dm they advised you complete a post travel enquiry form for our customer relations team. have you completed this form?",-2,-1,-0.75,"negative","negative","negative",TRUE,"neutral"
"x281046179","2022-05-24 17:16:00"," libmichelle hi michelle, are these flights booked on a connecting ticket?",0,0,0,"neutral","neutral","neutral",TRUE,"neutral"
"x281046179","2022-05-24 16:51:19"," nohjyenoom1 hi john, when you start a private conversation with us or dm us it starts a conversation with a bot that asks questions. that way, when we see your private message we have all the information we need. we can then reply to your query.",0,0,0.4,"neutral","neutral","positive",FALSE,"neutral"
"x281046179","2022-05-24 16:48:19"," lorrieogilby hi lorraine, we're sorry for the inconvenience. let us know if we can help with anything at this time.",-1,-2,-1,"negative","negative","negative",TRUE,"negative"
"x281046179","2022-05-24 16:31:07"," pkinsella36 hi padraic, can you message us with your booking number if you have it please? https:  t.co h3sqabgaoz.",1,0,1,"positive","neutral","positive",FALSE,"positive"
"x281046179","2022-05-24 16:07:23","ready to be wowed by new york? <u+0001f60d><u+0001f34e>
 
join our friend  bazashmawy as he experiences a new must-see observatory, an iconic eatery, a gorgeous new park and a once-in-a-lifetime tour of the city that has everything! <u+0001f60e> https:  t.co gwngwkwrwf",2,3,4.15,"positive","positive","positive",TRUE,"positive"
"x281046179","2022-05-24 16:02:14"," mariamo57855872 apologies, maria, masks are now optional when flying to the netherlands. if we can be of help in the meantime, please let us know.",3,0,1.35,"positive","neutral","positive",FALSE,"positive"
"x281046179","2022-05-24 15:55:54"," elliottsmyname gorgeous! <u+0001f60d> thanks for sharing with us, elliot!",2,1,1.1,"positive","positive","positive",TRUE,"positive"
"x281046179","2022-05-24 15:54:40"," tmendoza30 hi tom, sincere apologies for all the inconvenience caused. we have responded to your dm.",0,0,0.25,"neutral","neutral","positive",FALSE,"negative"
"x281046179","2022-05-24 15:49:46"," recruitingkeith hi keith, in most cases we can print an american airlines connecting boarding pass. in the event our dublin team are unable to issue it, you can retrieve it at the london heathrow flight connections desk. we hope this helps!",2,-2,1.4,"positive","negative","positive",FALSE,"positive"
"x281046179","2022-05-24 15:35:00"," lucyfortunelyne hi lucy, we're delighted to hear our team were able to assist! we hope to see you on board again soon!",5,1,2.05,"positive","positive","positive",TRUE,"positive"
"x281046179","2022-05-24 15:20:46"," lorrieogilby hi lorraine, check-in at birmingham would only be available 2 hours before scheduled departure time. have a great flight!",3,2,1.05,"positive","positive","positive",TRUE,"positive"
"x281046179","2022-05-24 15:00:09"," mariamo57855872 hi maria, unfortunately, this is incorrect. you still have to wear a mask on this route. if you are travelling to the uk or us you won't have to wear one. apologies for any confusion caused.",0,-3,-2.25,"neutral","negative","negative",FALSE,"positive"
"x281046179","2022-05-24 14:41:12"," clivearnold99 hi clive, can you let us know the change you are trying to make?",0,0,0,"neutral","neutral","neutral",TRUE,"neutral"
"x281046179","2022-05-24 13:46:20"," owenlewa1084 can you send us your booking reference and w can check this for you? https:  t.co h3sqabgaoz.",0,0,0,"neutral","neutral","neutral",TRUE,"neutral"
"x281046179","2022-05-24 13:25:44"," emmamacentee hi emma, can you message us the email and booking reference and we'll take a look? https:  t.co h3sqabgaoz",0,0,0,"neutral","neutral","neutral",TRUE,"neutral"
"x281046179","2022-05-24 13:14:20"," jameswa95464253 apologies for the misinformation, james. the bags must be collected in newark and travel with you to jfk airport.",-2,0,-0.5,"negative","neutral","negative",FALSE,"neutral"
"x281046179","2022-05-24 13:14:10"," sarahalltoowell hi sarah, please message us with your baggage file reference and we'll check this for you. https:  t.co h3sqabgaoz",1,0,1,"positive","neutral","positive",FALSE,"positive"
"x281046179","2022-05-24 12:53:10"," jdrodrigues hi joel, we're sorry to hear this. please message us with your baggage file reference number. https:  t.co h3sqabgaoz",0,-1,0.5,"neutral","negative","positive",FALSE,"neutral"
"x281046179","2022-05-24 12:50:48"," caoimhkett hi caoimh, apologies for the delayed response. we have just replied to your dm now.",-1,-1,-0.75,"negative","negative","negative",TRUE,"neutral"
"x281046179","2022-05-24 12:42:51"," fran_or57 hi fran, if the same fare as your original booking is not available when making a change, the difference will need to be paid. this will apply if the new flight is less expensive also.",0,0,1.35,"neutral","neutral","positive",FALSE,"neutral"
"x281046179","2022-05-24 12:40:30"," annhiggins1 hi ann, please message us here with details of your query. https:  t.co h3sqabgaoz",1,0,1,"positive","neutral","positive",FALSE,"positive"
"x281046179","2022-05-24 12:35:10"," mattdoy22255268 apologies again for all the confusion caused, matt. a non-refundable fare means you are not entitled to a full refund if your flight is still operating as planned and you decide no longer want to travel. if the flight is cancelled of course you are entitled to a refund.",0,0,-0.75,"neutral","neutral","negative",FALSE,"neutral"
"x281046179","2022-05-24 12:30:01"," gillhanna14 hi, what issues are you experiencing when you try to check in? you can send us more details here https:  t.co h3sqabgaoz.",0,-1,0,"neutral","negative","neutral",FALSE,"neutral"
"x281046179","2022-05-24 12:20:13"," de_rmr can you send us on your booking reference so we can check this for you? https:  t.co h3sqabgaoz.",0,0,0,"neutral","neutral","neutral",TRUE,"neutral"
"x281046179","2022-05-24 12:09:59"," de_rmr hi raul, when you reported your bag delayed did you receive a ten-digit baggage file reference number made up of five letters and five numbers e.g. dubei12345?",-1,-1,-0.75,"negative","negative","negative",TRUE,"negative"
"x281046179","2022-05-24 12:09:20"," mattdoy22255268 in the above link, you can see the breakdown of what is included in each fare. it shows which fares are entitled to a refund. also when you submit a refund request you are asked to check that you are entitled to one.",1,0,0.4,"positive","neutral","positive",FALSE,"positive"
"x281046179","2022-05-24 11:55:15"," clonrf1 hi roseleen, can you send an email to aerclubassist aerlingus.com? they will be able to assist with this.",0,0,0.8,"neutral","neutral","positive",FALSE,"neutral"
"x281046179","2022-05-24 11:43:09"," mattdoy22255268  conor_pope apologies again for the confusion caused, matt. in the above link you can see the breakdown of what is included in each fare. it mentions which fares are entitled to vouchers, the cheapest fares (saver fares) are not entitled to a voucher if you decide to cancel your flight.",0,0,-0.85,"neutral","neutral","negative",FALSE,"neutral"
"x281046179","2022-05-24 11:23:20"," beckyfh hi rebekah, customers who were born in ireland or the uk and who are a citizen can fly with a valid photo id. you can find details at https:  t.co 7peureeuj7.",0,0,0,"neutral","neutral","neutral",TRUE,"neutral"
"x281046179","2022-05-24 11:15:01"," mattdoy22255268 this would be correct if you had a refundable fare, but your booking is a saver fare which are not entitled to a refund or voucher unless the flight schedule is affected. you can find out more about fare types at https:  t.co 2iyl6kpyyn.",0,3,1.95,"neutral","positive","positive",FALSE,"neutral"
"x281046179","2022-05-24 11:13:02"," holfrances unfortunately, we are unable to retroactively renew a booking after it has been cancelled and refunded. apologies for any disappointment caused.",-5,-2,-2.5,"negative","negative","negative",TRUE,"neutral"
"x281046179","2022-05-24 11:08:41"," caitmurray5 can you add your contact number to the private chat you have open with us please and we can arrange for our baggage tracing team to call you? https:  t.co h3sqabgaoz.",1,0,1.4,"positive","neutral","positive",FALSE,"negative"
"x281046179","2022-05-24 10:58:35"," jameswa95464253 apologies for any misinformation given or confusion caused, james. unfortunately, we are unable to uber your bags to the airport where your next flight is.",-4,-3,-2.5,"negative","negative","negative",TRUE,"neutral"
"x281046179","2022-05-24 10:55:59"," caitmurray5 can you add your booking number, tag number, full name and email address to the chat please? we can then assist.",1,0,1.8,"positive","neutral","positive",FALSE,"positive"
"x281046179","2022-05-24 10:47:25"," jameswa95464253 we wouldn't organise your bags to be sent on the flight you are not travelling on, nor would we arrange a driver to collect your bags at the airport and check them into another flight at a different airport on your behalf.",0,0,0,"neutral","neutral","neutral",TRUE,"neutral"
"x281046179","2022-05-24 10:47:20"," caitmurray5 you will need to select the option after sending on your information. once the bot has received more details of your query and you select the option 'talk to an agent' you will be connected.",0,0,1.4,"neutral","neutral","positive",FALSE,"neutral"
"x281046179","2022-05-24 10:45:43"," jameswa95464253 you are speaking to the same person you spoke to on facebook, james. we confirmed the same.  airlines can only connect bags via connecting flights e.g. dub-jfk jfk-dub. we would be unable to connect bags on a dub-jfk lax-sfo flight, as it is not a connecting flight.",-2,-1,0,"negative","negative","neutral",FALSE,"neutral"
"x281046179","2022-05-24 10:42:58"," caitmurray5 hi cait, you need to select the option 'talk to an agent' in order to be connected.",0,0,0.4,"neutral","neutral","positive",FALSE,"neutral"
"x281046179","2022-05-24 10:41:30"," jameswa95464253 as we said it will take us a lot longer to get back to you if you keep both conversations open.",0,0,0,"neutral","neutral","neutral",TRUE,"negative"
"x281046179","2022-05-24 10:40:54"," maror hi mary, sincere apologies for the delay. we have contacted our customer relations team directly with your details and they will be in touch as soon as possible. let us know if there's anything we can help with in the meantime. https:  t.co h3sqabgaoz.",3,0,0,"positive","neutral","neutral",FALSE,"positive"
"x281046179","2022-05-24 10:29:15"," bcurtin_ hi brian, the aer lingus lounge is open in terminal 2. details can be viewed at https:  t.co clgrq9xxaj",0,0,-0.25,"neutral","neutral","negative",FALSE,"neutral"
"x281046179","2022-05-24 10:28:37"," caitmurray5 hi cait, we're sorry to hear this! can you message us with more details please and we can assist? https:  t.co h3sqabgaoz.",0,-1,1.3,"neutral","negative","positive",FALSE,"neutral"
"x281046179","2022-05-24 10:23:33"," mshabun we apologise for the delay, michael. you shouldn't be waiting much longer.",-2,-1,-0.75,"negative","negative","negative",TRUE,"negative"
"x281046179","2022-05-24 10:12:23"," jameswa95464253 hi james, we would advise only keeping one conversation open. it will take us a lot longer to get back to you if you have multiple conversations with us open in facebook and twitter.",0,0,0.8,"neutral","neutral","positive",FALSE,"neutral"
"x281046179","2022-05-24 10:07:45"," blake_hilary can you send us your booking reference and we can check this for you? https:  t.co h3sqabgaoz.",0,0,0,"neutral","neutral","neutral",TRUE,"neutral"
"x281046179","2022-05-24 10:06:44"," blake_hilary we can see messages above from two hours ago we're we explained the above.",0,0,0,"neutral","neutral","neutral",TRUE,"neutral"
"x281046179","2022-05-24 10:06:18"," blake_hilary if your flight is cancelled or there is a schedule change you are entitled to a voucher or a full refund. your flight is not cancelled and there is no schedule change so you are entitled to a voucher or a full refund, unfortunately.",-1,0,-1.25,"negative","neutral","negative",FALSE,"neutral"
"x281046179","2022-05-24 10:05:06"," blake_hilary hi hillary, we were speaking to you earlier.",0,0,0,"neutral","neutral","neutral",TRUE,"neutral"
"x281046179","2022-05-24 09:55:46"," mshabun we've resent the details and they'll contact you as soon as possible, michael.",0,-1,-0.35,"neutral","negative","negative",FALSE,"neutral"
"x281046179","2022-05-24 09:01:43"," jspec82 hi, have you since managed to reach an agent?",1,0,0,"positive","neutral","neutral",FALSE,"positive"
"x281046179","2022-05-24 09:01:09"," holfrances hi holly, apologies for any confusion caused. if you purchase a non-refundable flight and your flight is not cancelled and there are no schedule changes of more than two hours you are not entitled to a refund or voucher and are only entitled to a tax refund minus an admin fee.",-1,0,-1.35,"negative","neutral","negative",FALSE,"neutral"
"x281046179","2022-05-24 08:52:29"," mattdoy22255268 did you receive an email to say your flight schedule has changed?",0,0,0,"neutral","neutral","neutral",TRUE,"neutral"
"x281046179","2022-05-24 08:51:41"," mattdoy22255268 if your trip is cancelled or a schedule is changed by more than two hours you are entitled to a full refund or a voucher, but your booking is operating as planned and there are no changes to your schedule.",-1,1,-0.25,"negative","positive","negative",FALSE,"positive"
"x281046179","2022-05-24 08:49:21"," jamesp_94 hi james, please message us here with your email address. https:  t.co h3sqabgaoz",1,0,1,"positive","neutral","positive",FALSE,"positive"
"x281046179","2022-05-24 08:39:48"," stroller459 hi, we don't operate a direct route to las vegas, apologies. if you contact our reservations team at https:  t.co zlownrn91x they will help find a suitable connection for you.",4,1,0.9,"positive","positive","positive",TRUE,"positive"
"x281046179","2022-05-24 08:35:11"," jnix89 hi james, please message us with your case reference number and we'll check this. https:  t.co h3sqabgaoz",1,0,1,"positive","neutral","positive",FALSE,"positive"
"x281046179","2022-05-24 08:34:35"," amie__farrell hi amie, please message us with your booking reference and we'll check this. https:  t.co h3sqabgaoz",1,0,1,"positive","neutral","positive",FALSE,"positive"
"x281046179","2022-05-24 08:33:28"," yahooseriousfes please message us with your booking reference. https:  t.co h3sqabgaoz",1,0,1,"positive","neutral","positive",FALSE,"positive"
"x281046179","2022-05-24 08:29:45"," conlan1molly hi molly, apologies for the delay. let us know if we can assist at this time. https:  t.co h3sqabgaoz",-1,-1,0.05,"negative","negative","positive",FALSE,"negative"
"x281046179","2022-05-24 08:24:59"," leederrick have you since been contacted by the tracing team?",0,0,0,"neutral","neutral","neutral",TRUE,"neutral"
"x281046179","2022-05-24 08:24:02"," anneb1949 hi mandy, you automatically receive a case reference number when correctly you submit a request to guest relations. you can submit a request for an invoice at https:  t.co glyxjygqo6 and you will receive a reference.",0,1,0.8,"neutral","positive","positive",FALSE,"neutral"
"x281046179","2022-05-24 08:17:54"," mattdoy22255268 apologies for any confusion caused, matt. when you dm us it starts a conversation with a bot which asks you for your query and the information we need, so when we view your conversation we have all the information we need.",0,-1,-0.1,"neutral","negative","negative",FALSE,"neutral"
"x281046179","2022-05-24 08:15:22"," ladysineady94 hi sinead, apologies for your loss, we ask this for insurance reasons. unfortunately, we would need a death cert or hospital report in order to issue a refund due to a death.",-5,-3,-1.7,"negative","negative","negative",TRUE,"negative"
"x281046179","2022-05-24 08:13:09"," postypostings we don't fly to uae or australia, unfortunately.",0,-1,-1,"neutral","negative","negative",FALSE,"positive"
"x281046179","2022-05-24 08:12:14"," yahooseriousfes hi kevin, if your booking was made via a third party you won't be able to manage it online. you will have to contact the call centre in order to add bags to your booking, unfortunately.",0,-1,-0.2,"neutral","negative","negative",FALSE,"neutral"
"x281046179","2022-05-24 08:10:26"," retaylor_ hi roberta, apologies for the delay with our call centre. please message us here if you need assistance at this time. https:  t.co h3sqabgaoz",0,-1,1.05,"neutral","negative","positive",FALSE,"negative"
"x281046179","2022-05-24 07:31:17"," mshabun hi michael, please message us with your baggage file reference. https:  t.co h3sqabgaoz",1,0,1,"positive","neutral","positive",FALSE,"positive"
"x281046179","2022-05-24 07:30:09"," jameswa95464253 please message us with your booking reference. https:  t.co h3sqabgaoz",1,0,1,"positive","neutral","positive",FALSE,"positive"
"x281046179","2022-05-24 07:05:49"," jameswa95464253 hi james, if you are booked on 2 separate tickets then your bag cannot be checked to your final destination, it will need to be collected and checked in again. were you booked on a through-ticket?",0,0,0,"neutral","neutral","neutral",TRUE,"neutral"
"x281046179","2022-05-24 06:35:47"," nathanmageebxl good morning, nathan. fast track can be purchased via the daa website or is included in some fares.",3,2,1.35,"positive","positive","positive",TRUE,"positive"
"x281046179","2022-05-24 06:29:11"," roseannereilly6 once the claim has been reviewed our customer relations team will be in contact with you directly.",0,0,0.4,"neutral","neutral","positive",FALSE,"neutral"
"x281046179","2022-05-24 06:21:10"," annmarie9french hi annmarie, please message us with your baggage file reference. https:  t.co h3sqabgaoz",1,0,1,"positive","neutral","positive",FALSE,"positive"
"x281046179","2022-05-24 04:17:26"," miahheemiahha02 hi miah, can you message us with your booking reference customer name telephone number email address and we'll check this? thanks! https:  t.co h3sqabgaoz",2,0,0.6,"positive","neutral","positive",FALSE,"positive"
"x281046179","2022-05-23 21:26:50"," bobsleighbob it’s never-ending <u+0001f62c> #covideoparty",0,0,0,"neutral","neutral","neutral",TRUE,"neutral"
"x281046179","2022-05-23 16:43:32"," mattdoy22255268 hi matt, we apologise for the delay. can you message us with more details and we can escalate these cases please? https:  t.co h3sqabgaoz.",-1,-1,-0.15,"negative","negative","negative",TRUE,"negative"
"x281046179","2022-05-23 16:30:15"," bailietrevor hi trevor, we're very sorry to hear this! can you message us with your booking number please and we will do our best to assist? https:  t.co h3sqabgaoz.",3,0,1.8,"positive","neutral","positive",FALSE,"positive"
"x281046179","2022-05-23 16:28:48"," gavshields hi gavin, sincere apologies for the delay with our call centre. we would recommend calling at a later stage this evening and you should encounter a shorter hold time.",3,1,0.25,"positive","positive","positive",TRUE,"negative"
"x281046179","2022-05-23 16:11:04","the buzz is back in the big apple... <u+0001f34e> 

new york has so much to offer and  bazashmawy is ready to take it all! 

full episode lands tomorrow <u+2708><u+fe0f><u+2618><u+fe0f><u+0001f5fd> https:  t.co yi9a6wkoet",1,1,2.2,"positive","positive","positive",TRUE,"positive"
"x281046179","2022-05-23 16:10:40"," uwsdub hi david, can you message us with more details of your query please and we will do our best to assist? https:  t.co h3sqabgaoz.",4,1,2.3,"positive","positive","positive",TRUE,"positive"
"x281046179","2022-05-23 15:57:33"," roseannereilly6 hi roseanne, we're sorry to hear this. has there been any update on your luggage?",-1,-1,-0.5,"negative","negative","negative",TRUE,"negative"
"x281046179","2022-05-23 15:28:06"," mvpsiobhanward hi siobhan, unfortunately our reservations system is unable to recognise any symbols or punctuation. this is why the fada is not being accepted here.",-1,-2,-0.7,"negative","negative","negative",TRUE,"positive"
"x281046179","2022-05-23 15:10:25"," postypostings hi there, neither of the above flights are operated by aer lingus. they are operated by ethihad.",0,0,0,"neutral","neutral","neutral",TRUE,"neutral"
"x281046179","2022-05-23 14:21:19"," jamesma30948065 hi james, we're very sorry to hear your luggage is still missing. we have contacted our baggage tracing team and requested they call you on the number you provided in a previous conversation. they should be in touch shortly.",-3,-1,-1,"negative","negative","negative",TRUE,"negative"
"x281046179","2022-05-23 14:17:21"," grace63415242 hi grace, we've just responded to your dm. apologies for the delay.",0,0,-0.75,"neutral","neutral","negative",FALSE,"negative"
"x281046179","2022-05-23 14:09:06"," leonardmiller we're glad to hear this and apologies again for the delay!",2,0,0,"positive","neutral","neutral",FALSE,"negative"
"x281046179","2022-05-23 13:54:25"," padraic_knox hi padraic, the next flight available to book online from gatwick is scheduled to depart at 1720. apologies.",0,1,0.8,"neutral","positive","positive",FALSE,"neutral"
"x281046179","2022-05-23 13:53:35"," aarunchopra hi arun, we can see that you included no receipts in your request for compensation. if you have any receipts for expenses incurred please submit them to guest relations to review.",0,0,1.35,"neutral","neutral","positive",FALSE,"positive"
"x281046179","2022-05-23 13:50:25"," vinniepazziesto hi jack, can you message us the booking reference and we'll check the cabin allowance on your flight? https:  t.co h3sqabgaoz",0,0,0,"neutral","neutral","neutral",TRUE,"neutral"
"x281046179","2022-05-23 13:14:52"," jc_prosser we cannot message from here unfortunately. if you click the option 'talk to an agent' you will then be connected.",0,-1,-0.6,"neutral","negative","negative",FALSE,"neutral"
"x281046179","2022-05-23 13:09:07"," jc_prosser hi jonathan, can you add your baggage file reference number and contact number to the conversation you have open with us please? we can then arrange for a call back.",1,0,1.4,"positive","neutral","positive",FALSE,"positive"
"x281046179","2022-05-23 13:04:12"," leonardmiller hi leonard, we sincerely apologise for the long hold times! are you looking to change the spelling of a person's name or is a different person travelling altogether?",1,1,0.5,"positive","positive","positive",TRUE,"positive"
"x281046179","2022-05-23 11:33:52"," pepperkirstie hi kirstie, this won't cause any issues at the airport, as our system combines two names if they are entered in the same name field. we hope these helps.",4,-1,1.3,"positive","negative","positive",FALSE,"positive"
"x281046179","2022-05-23 11:21:43"," barrymc2006 hi barry, this should be fine once they must fit within these dimensions: 55cm h (21.5"") x 40cm w (15.5"") x 24cm l (9.5"")",3,1,0.65,"positive","positive","positive",TRUE,"positive"
"x281046179","2022-05-23 11:09:47"," mrs_rug1 hi, can you message us any details that can be viewed and we'll check here? https:  t.co h3sqabgaoz",0,0,0,"neutral","neutral","neutral",TRUE,"neutral"
"x281046179","2022-05-23 11:04:32"," siobhanguthrie hi siobhan, apologies for any confusion caused. if you are checking in your cabin bag it won't count as a checked bag. this is why it shows as no checked bags. we hope this helps.",3,-1,0.8,"positive","negative","positive",FALSE,"positive"
"x281046179","2022-05-23 11:03:22"," esmeishername hi esmé, can you let us know your baggage file reference number so we can get you an update? https:  t.co h3sqabgaoz.",0,0,0,"neutral","neutral","neutral",TRUE,"neutral"
"x281046179","2022-05-23 10:59:01"," jeremyspake  bbcone a real pleasure, jeremy! we're all looking forward to seeing the show tonight. is it ok if we reshare these photos?<u+0001f60d><u+2618><u+fe0f> #backintheskies",3,1,1.35,"positive","positive","positive",TRUE,"positive"
"x281046179","2022-05-23 10:46:05"," piercehegarty hi audrey, we apologise for the long hold times. if you have still not spoken to an agent can you send us a message with details of your query and we will do our best to assist? https:  t.co h3sqabgaoz.",2,1,1.3,"positive","positive","positive",TRUE,"positive"
"x281046179","2022-05-23 10:39:00"," cash4yourwarhol hi, sincere apologies for the delay with your luggage! can you message us with more details please? https:  t.co h3sqabgaoz.",2,0,1.4,"positive","neutral","positive",FALSE,"positive"
"x281046179","2022-05-23 10:21:03"," stuartridout hi stuart, can you message us the email and booking reference and we'll take a look? https:  t.co h3sqabgaoz",0,0,0,"neutral","neutral","neutral",TRUE,"neutral"
"x281046179","2022-05-23 10:14:02"," oreillyreads have a great flight<u+2708><u+fe0f>",3,1,0.5,"positive","positive","positive",TRUE,"neutral"
"x281046179","2022-05-23 10:04:27"," 1collegeboy hi rónán, our planning team are working to add new and previous routes to our schedules. we've passed on your feedback and will hopefully see these added soon.",2,0,1.9,"positive","neutral","positive",FALSE,"positive"
"x281046179","2022-05-23 10:01:10"," suemcnamee hi susan, we're sorry to hear this! can you message us with more details please? https:  t.co h3sqabgaoz.",0,-1,0.5,"neutral","negative","positive",FALSE,"neutral"
"x281046179","2022-05-23 09:36:34"," thepitchpr hi, further dates will be added in the coming days.",0,0,0,"neutral","neutral","neutral",TRUE,"neutral"
"x281046179","2022-05-23 09:36:10"," bbbt21 hi there, we ask people with peanut allergies to let the cabin crew be aware of this when boarding so they can make announcements to ask guests not to open or consume peanut products onboard the flight.",0,-1,-0.5,"neutral","negative","negative",FALSE,"neutral"
"x281046179","2022-05-23 09:19:46"," sraglmr hi sara, can you message us with your booking number and we can check this? https:  t.co h3sqabgaoz.",0,0,0,"neutral","neutral","neutral",TRUE,"neutral"
"x281046179","2022-05-23 09:01:55"," lizannemckearn1 can you message us the outstanding query on the seats? any missing aerclub points can be submitted at https:  t.co sttee9oy6j and will be updated to your account as soon as possible. https:  t.co h3sqabgaoz",3,1,0.25,"positive","positive","positive",TRUE,"neutral"
"x281046179","2022-05-23 08:47:01"," hannahrose0666 hi hannah, if a flight is changed in a booking an email is automatically sent to the email address used to make the booking. can you send us your booking reference and we can see why you didn't receive an email? did you make your booking via a third party?",0,0,0,"neutral","neutral","neutral",TRUE,"neutral"
"x281046179","2022-05-23 08:08:53"," barnwellniamh hi niamh, we're sorry to hear this. can you message us the email and best phone contact to reach you on? https:  t.co h3sqabgaoz",3,0,0.4,"positive","neutral","positive",FALSE,"positive"
"x281046179","2022-05-23 08:07:30"," isabelm31598380 hi isabel, this will not be an issue for travel or checking in.",0,-1,0,"neutral","negative","neutral",FALSE,"positive"
"x281046179","2022-05-23 07:53:30"," gillhanna14 hi, travel requirements can be checked at https:  t.co pdtgcuhctv by inputting the dates and route.",0,0,0,"neutral","neutral","neutral",TRUE,"neutral"
"x281046179","2022-05-23 07:51:33"," sarahkenny101 hi sarah, apologies for the delays at checkin and have passed on your feedback. our agents will have you checked in as soon as possible.",0,-1,-0.8,"neutral","negative","negative",FALSE,"positive"
"x281046179","2022-05-23 07:14:10"," emmareardon9 great to hear emma and we've passed on your thanks to the team.",5,1,1.1,"positive","positive","positive",TRUE,"positive"
"x281046179","2022-05-23 07:02:03"," jdumican hi jan, can you message us the email and booking reference? https:  t.co h3sqabgaoz",0,0,0,"neutral","neutral","neutral",TRUE,"neutral"
"x281046179","2022-05-23 06:56:31"," leederrick hi lee, apologies for the delayed response. the details have been sent to our tracing team who'll contact you with any updates shortly.",-1,-1,-0.35,"negative","negative","negative",TRUE,"neutral"
"x281046179","2022-05-23 06:34:31"," edsligo hi eddie, we hope you got sorted and have a great flight!",5,1,1,"positive","positive","positive",TRUE,"neutral"
"x281046179","2022-05-23 06:31:10"," burbagebrook hi, apologies for any delays at checkin and have passed on your feedback for review. thanks for sharing here.",2,-1,-0.2,"positive","negative","negative",FALSE,"positive"
"x281046179","2022-05-23 06:27:30"," mihir38672071 hi, we're sorry to hear this has happened. can you message us the baggage file reference and we'll check with our tracing team? https:  t.co h3sqabgaoz",-1,-1,-0.5,"negative","negative","negative",TRUE,"negative"
"x281046179","2022-05-23 06:17:34"," armybraindoc hi james, sincere apologies for the delayed response! we have just responded to your dm.",1,0,0,"positive","neutral","neutral",FALSE,"neutral"
"x281046179","2022-05-23 03:54:53"," armybraindoc hi james, please message us here with details of your query. thanks! https:  t.co h3sqabgaoz",3,0,1.6,"positive","neutral","positive",FALSE,"positive"
"x281046179","2022-05-22 20:18:43"," alishazoe hi alisha, can you message us with your booking reference customer name email address and we'll check this? thanks! https:  t.co h3sqabgaoz",2,0,0.6,"positive","neutral","positive",FALSE,"positive"
